"time","current"
0,0.686328938237335
0.5,0.69150344097406
1,0.701142131979695
1.5,0.699023199023199
2,0.704325218624438
2.5,0.706396686608376
3,0.712681118724026
3.5,0.717118307997356
4,0.720957698088899
4.5,0.720097210481826
5,0.723004694835681
5.5,0.729166666666667
6,0.728658536585366
6.5,0.73519058634215
7,0.736217725052338
7.5,0.740612305558308
8,0.738887253458934
8.5,0.738918655625913
9,0.746297551059917
9.5,0.739368866653839
10,0.740952926573093
10.5,0.743533454233082
11,0.749312339941193
11.5,0.743614001892148
12,0.747663551401869
12.5,0.747975899077387
13,0.751597143930853
13.5,0.751431521637098
14,0.752299605781866
14.5,0.753591886562118
15,0.753610954792722
15.5,0.754176834991552
16,0.761676534160323
16.5,0.757490372874988
17,0.76666353295102
17.5,0.76413053700743
18,0.765757290686735
18.5,0.769990592662277
19,0.769882352941176
19.5,0.766509433962264
20,0.763016157989228
20.5,0.766606652136833
21,0.768172328715126
21.5,0.769413553844692
22,0.767767101132147
22.5,0.76930409914204
23,0.768056483160004
23.5,0.771332694151486
24,0.767684502728056
24.5,0.772953804868698
25,0.774634334103156
25.5,0.773007316134001
26,0.771530523676343
26.5,0.772872186262197
27,0.774920235908344
27.5,0.773855702094647
28,0.773115773115773
28.5,0.775401069518717
29,0.776921576277799
29.5,0.774943809244601
30,0.780315655327909
30.5,0.775582424063698
31,0.780725981455908
31.5,0.784972812654474
32,0.78639428798096
32.5,0.791749502982107
33,0.788319712975882
33.5,0.785714285714286
34,0.783234970491147
34.5,0.786595766027892
35,0.785319255907491
35.5,0.784857344490372
36,0.787238345636566
36.5,0.785851634449955
37,0.787225386493084
37.5,0.784443314692425
38,0.790977750561339
38.5,0.789743064796806
39,0.786447638603696
39.5,0.786718669814226
40,0.791692370964425
40.5,0.790587263907524
41,0.796290539840431
41.5,0.795643153526971
42,0.798564145250234
42.5,0.794056308654849
43,0.800460395521607
43.5,0.79452485840151
44,0.792125984251968
44.5,0.794495993251792
45,0.794204737732656
45.5,0.792960882009965
46,0.8
46.5,0.800916551209634
47,0.802370275464446
47.5,0.797821211150272
48,0.804912054912055
48.5,0.796953770245629
49,0.797803617571059
49.5,0.802935462982948
50,0.805227198785381
50.5,0.806977502445386
51,0.80720661876769
51.5,0.810058913375518
52,0.809893838240123
52.5,0.807106042329203
53,0.804894107319214
53.5,0.804003519577651
54,0.806416051152023
54.5,0.805524861878453
55,0.808896757773597
55.5,0.807935276515571
56,0.80840653841877
56.5,0.813316947827058
57,0.811415780637941
57.5,0.813249635691066
58,0.811524205324048
58.5,0.81214848143982
59,0.810841332580463
59.5,0.816649700260152
60,0.812082058256829
60.5,0.811515357588122
61,0.813557397524696
61.5,0.807867730900798
62,0.810949822836896
62.5,0.809092991296381
63,0.809556548642145
63.5,0.813405380547252
64,0.812759575449931
64.5,0.813214739517154
65,0.814330362310453
65.5,0.813885986299779
66,0.813872429417916
66.5,0.809080325960419
67,0.807580174927114
67.5,0.812974868497954
68,0.816350433356758
68.5,0.812917594654788
69,0.81227224638533
69.5,0.814788649476039
70,0.812167749556999
70.5,0.817945075757576
71,0.816725978647687
71.5,0.819282830681548
72,0.814616755793226
72.5,0.813967345965916
73,0.80727923627685
73.5,0.818170936078525
74,0.821038742953101
74.5,0.815517655536873
75,0.820067534973468
75.5,0.820373719107896
76,0.823251875151222
76.5,0.825749302269142
77,0.827947811242531
77.5,0.825225006081245
78,0.831197363603076
78.5,0.829164124466138
79,0.823040234804941
79.5,0.833333333333333
80,0.826054865297085
80.5,0.824311023622047
81,0.823993102598842
81.5,0.826033312769895
82,0.828080583364232
82.5,0.825080465461748
83,0.825574177529485
83.5,0.831878273883761
84,0.83135836347761
84.5,0.825636545182227
85,0.823220317778056
85.5,0.828722334004024
86,0.825664943905206
86.5,0.834069958328072
87,0.832807172622806
87.5,0.839249492900609
88,0.832065906210393
88.5,0.834178498985801
89,0.828774965017173
89.5,0.831735072241401
90,0.837063563115488
90.5,0.832372903060571
91,0.831837990258908
91.5,0.832050295098794
92,0.833762223365929
92.5,0.838921846788754
93,0.838718014990954
93.5,0.834945196647324
94,0.831929506284826
94.5,0.83701012198287
95,0.828256642903435
95.5,0.835179153094462
96,0.831052014078999
96.5,0.833007175472929
97,0.839344262295082
97.5,0.840457714060239
98,0.835193696651346
98.5,0.844198603977347
99,0.838275998418347
99.5,0.8432382461701
100,0.836087243886318
100.5,0.834218210777807
101,0.834988743212819
101.5,0.840866790747142
102,0.829900332225914
102.5,0.838123245555407
103,0.838003736322391
103.5,0.83969465648855
104,0.838239229328338
104.5,0.839132762312634
105,0.83903879715398
105.5,0.841510955773625
106,0.839870164998648
106.5,0.839302608460603
107,0.845156059991893
107.5,0.849619978284473
108,0.847135487374423
108.5,0.85435701622801
109,0.851412198117069
109.5,0.843899113837764
110,0.848269257080312
110.5,0.846983346983347
111,0.841455044612217
111.5,0.84271978021978
112,0.844905816031899
112.5,0.84551724137931
113,0.84716459197787
113.5,0.85406532314107
114,0.851522313360211
114.5,0.854456824512535
115,0.845736541939074
115.5,0.844363940365055
116,0.842978664063589
116.5,0.839029153298926
117,0.843027330063069
117.5,0.845464725643897
118,0.844466319786247
118.5,0.84893706884415
119,0.849282296650718
119.5,0.845697329376855
120,0.844494572113351
120.5,0.850807594219326
121,0.850807594219326
121.5,0.85138216015959
122,0.848855395990331
122.5,0.85675559994293
123,0.849110320284697
123.5,0.850257437070938
124,0.846197827329903
124.5,0.854817802102837
125,0.848893995978167
125.5,0.856544955982104
126,0.851370851370851
126.5,0.845476843168374
127,0.85228095582911
127.5,0.848143331888455
128,0.852881552273386
128.5,0.852206736353078
129,0.854421175101803
129.5,0.843040186371578
130,0.856393824643169
130.5,0.854121079504012
131,0.864468864468865
131.5,0.862170087976539
132,0.856807511737089
132.5,0.870588235294118
133,0.863341204250295
133.5,0.86109877091663
134,0.857502219591595
134.5,0.861659492355648
135,0.858203414996288
135.5,0.858585858585859
136,0.855487895440368
136.5,0.852315021587018
137,0.858080883450231
137.5,0.863561725630691
138,0.856308061132754
138.5,0.859070464767616
139,0.858729920432368
139.5,0.867439061089377
140,0.857035364936042
140.5,0.868286059143029
141,0.856949050346699
141.5,0.857876453707899
142,0.858050847457627
142.5,0.862932604735883
143,0.86314034555926
143.5,0.859446303620322
144,0.855553862562852
144.5,0.864856619890177
145,0.863463005339436
145.5,0.861251338534496
146,0.861672794117647
146.5,0.867158671586716
147,0.860850867762248
147.5,0.862733014943768
148,0.858881528269912
148.5,0.869935044849985
149,0.866233163028333
149.5,0.868689996903066
150,0.87704280155642
150.5,0.872102069394741
151,0.875776397515528
151.5,0.871794871794872
152,0.874590035920662
152.5,0.87748085638381
153,0.873847115835548
153.5,0.874980416731944
154,0.868747059745962
154.5,0.878378378378378
155,0.879666089147897
155.5,0.872890711244283
156,0.876223555415219
156.5,0.875415545353807
157,0.875495638382236
157.5,0.872323552735924
158,0.877262623054938
158.5,0.877123352913161
159,0.879024545744342
159.5,0.87872476770266
160,0.872875921769798
160.5,0.869843300287816
161,0.871794871794872
161.5,0.878540566490638
162,0.880095923261391
162.5,0.879659383033419
163,0.874035989717224
163.5,0.87737673219465
164,0.868582499192767
164.5,0.872797801842573
165,0.87248865845755
165.5,0.871500242757728
166,0.876539209332469
166.5,0.874392220421394
167,0.882352941176471
167.5,0.877521145087833
168,0.883743681721833
168.5,0.877394008839417
169,0.879075864329019
169.5,0.877480728226997
170,0.871883202099738
170.5,0.875762069533696
171,0.876339653751031
171.5,0.873146622734761
172,0.879729059970263
172.5,0.874813957334216
173,0.879621953241585
173.5,0.879575948318701
174,0.865049027754695
174.5,0.869168188610327
175,0.875972843185958
175.5,0.88210772052693
176,0.871016185549808
176.5,0.878626208736245
177,0.882156568185612
177.5,0.878321912084239
178,0.873428331936295
178.5,0.878503104547743
179,0.879093198992443
179.5,0.885171486213853
180,0.884634845673807
180.5,0.878731657952437
181,0.882849426063471
181.5,0.89124893797791
182,0.882852292020373
182.5,0.881605691056911
183,0.880251743493792
183.5,0.876568328246863
184,0.883653682599082
184.5,0.884109916367981
185,0.890691716481639
185.5,0.886336362077833
186,0.890363730391312
186.5,0.882960413080895
187,0.891812865497076
187.5,0.883364871838982
188,0.888888888888889
188.5,0.88255553642156
189,0.891439420089748
398,0.698126301179736
398.5,0.697458973001588
399,0.695431472081218
399.5,0.703907203907204
400,0.708461356653273
400.5,0.706971928209848
401,0.711557901830843
401.5,0.71271205111258
402,0.718273566673824
402.5,0.720097210481826
403,0.715179968701095
403.5,0.720443349753695
404,0.726117886178862
404.5,0.723624660565222
405,0.726747084039478
405.5,0.725750520162489
406,0.72514964184084
406.5,0.728202630297126
407,0.728874261930113
407.5,0.731672118529921
408,0.734746490976798
408.5,0.739238331583469
409,0.738878876979987
409.5,0.737464522232734
410,0.741527423770414
410.5,0.742327245339861
411,0.744081172491544
411.5,0.743921899934291
412,0.748545147362493
412.5,0.748427082355151
413,0.747983492778091
413.5,0.754646142293974
414,0.760266892209379
414.5,0.757490372874988
415,0.756792328664097
415.5,0.75660679018151
416,0.757290686735654
416.5,0.753998118532455
417,0.758588235294118
417.5,0.761320754716981
418,0.763961069639989
418.5,0.763763858618402
419,0.761529702030746
419.5,0.764661153882711
420,0.765388640471887
420.5,0.765014299332698
421,0.764240053430016
421.5,0.767497603068073
422,0.766727290131138
422.5,0.766244968372628
423,0.766454965357968
423.5,0.771082017712745
424,0.773459349985534
424.5,0.772389141145783
425,0.768152373586
425.5,0.774825446082234
426,0.773601398601398
426.5,0.771511910549344
427,0.773507608271557
427.5,0.776409655037623
428,0.777374767179688
428.5,0.776565418264032
429,0.778753205760505
429.5,0.77558082056352
430,0.773006743355811
430.5,0.769383697813121
431,0.775862068965517
431.5,0.78021978021978
432,0.777233169950985
432.5,0.78208086686064
433,0.780794369029663
433.5,0.778304264542797
434,0.781676610375164
434.5,0.782815504503593
435,0.787225386493084
435.5,0.781901372648704
436,0.782812818942641
436.5,0.781553894973897
437,0.782340862422998
437.5,0.785179102945705
438,0.788093769278223
438.5,0.784394674373
439,0.789555486478085
439.5,0.79201244813278
440,0.786598689002185
440.5,0.790406673618352
441,0.786857800565031
441.5,0.78508495909377
442,0.783727034120735
442.5,0.787115141290595
443,0.793675972927242
443.5,0.794551044206509
444,0.79468085106383
444.5,0.795587765107109
445,0.796497971385864
445.5,0.793015059275873
446,0.797404547404548
446.5,0.7931996138582
447,0.791881998277347
447.5,0.795920569825167
448,0.799804793406355
448.5,0.7971959569612
449,0.793054648377966
449.5,0.795330569495963
450,0.797854875779796
450.5,0.797236539094199
451,0.789531438604192
451.5,0.795754509458865
452,0.79759673685371
452.5,0.803314917127072
453,0.798384419608277
453.5,0.80128560345783
454,0.798398754586901
454.5,0.804937995754664
455,0.804700615556799
455.5,0.800358704181146
456,0.79636077726609
456.5,0.797525309336333
457,0.801242236024845
457.5,0.805338762583418
458,0.805848350901054
458.5,0.806415051569761
459,0.808447825593278
459.5,0.80957810718358
460,0.812092810606927
460.5,0.81252863032524
461,0.811848286925633
461.5,0.808806622212003
462,0.812759575449931
462.5,0.817257710523276
463,0.812015279546244
463.5,0.817369093231162
464,0.817357964447543
464.5,0.815483119906869
465,0.819825072886297
465.5,0.81239041496201
466,0.818692902319044
466.5,0.818778572265854
467,0.821088515340308
467.5,0.813022489108678
468,0.815121086828116
468.5,0.8203125
469,0.8214709371293
469.5,0.819876513892187
470,0.812240047534165
470.5,0.817542605172208
471,0.815035799522673
471.5,0.819367967440747
472,0.816840590140338
472.5,0.821522940187365
473,0.820670525808008
473.5,0.818565400843882
474,0.824461650133075
474.5,0.815435020021842
475,0.830386538227045
475.5,0.822184383361713
476,0.826315147076773
476.5,0.827333740085418
477,0.82670906200318
477.5,0.829648734954556
478,0.827285028908845
478.5,0.823695866141732
479,0.825840620766104
