"time","current"
0,0.347360803607684
0.5,0.35278161459254
1,0.355422415191054
1.5,0.358349841710965
2,0.358859100560948
2.5,0.358732124793435
3,0.359448097233361
3.5,0.363684738970117
4,0.363809578646132
4.5,0.362637351016806
5,0.36622020866658
5.5,0.363605540754593
6,0.364775530375563
6.5,0.365208541315953
7,0.366875085316429
7.5,0.367684308894755
8,0.366094939123305
8.5,0.365049863731557
9,0.364148309992037
9.5,0.368630224537158
10,0.368289506797328
10.5,0.366754230648024
11,0.365314983953154
11.5,0.369037740023133
12,0.367000535011168
12.5,0.368762510705148
13,0.366535770170528
13.5,0.368266291194751
14,0.367315526486695
14.5,0.365855443818659
15,0.368674285821055
15.5,0.368491547309018
16,0.368657194205007
16.5,0.366390547568871
17,0.368332536965979
17.5,0.367156352006246
18,0.365741188397574
18.5,0.366513691320094
19,0.363773973048814
19.5,0.364789384854745
20,0.367202641146324
20.5,0.364901362132465
21,0.367140876437133
21.5,0.366694216043611
22,0.365903285149981
22.5,0.364801944588641
23,0.367508993654976
23.5,0.367413339018391
24,0.366004596647773
24.5,0.365866242706151
25,0.364148214215948
25.5,0.365531696991437
26,0.367842878301138
26.5,0.365613196464711
27,0.365185783596315
27.5,0.365861925098485
28,0.365172345522216
28.5,0.365113065417558
29,0.366876934130721
29.5,0.364704987557821
30,0.364943361959712
30.5,0.364717762328215
31,0.364942688702302
31.5,0.367220198848692
32,0.365655838001396
32.5,0.365853120381776
33,0.365724305529044
33.5,0.366592445267569
34,0.367687806910902
34.5,0.366971397807751
35,0.36894843915955
35.5,0.367324001305278
36,0.367046819055843
36.5,0.366375291766455
37,0.366596910815185
37.5,0.366193428882785
38,0.368764783471164
38.5,0.366876430034793
39,0.366685780421375
39.5,0.370300097494066
40,0.368465847016345
40.5,0.366802431266184
41,0.368505647446278
41.5,0.368149591242929
42,0.368287143041754
42.5,0.367008354518892
43,0.367862643070311
43.5,0.368450952887289
44,0.367093465251869
44.5,0.36789246345218
45,0.367737755899487
45.5,0.368368548026928
46,0.367874128687636
46.5,0.367501216780891
47,0.369694843959841
47.5,0.368787398422365
48,0.368295171150912
48.5,0.364800003897518
49,0.368048667924138
49.5,0.368091135858327
50,0.366536714023005
50.5,0.365547297586006
51,0.369228414748822
51.5,0.367284857145654
52,0.365234712809128
52.5,0.36682729746402
53,0.367327235864679
53.5,0.36709134288541
54,0.365693698433523
54.5,0.368481687029561
55,0.36573917380534
55.5,0.368111788695924
56,0.368915743238217
56.5,0.368389614128172
57,0.37038577393251
57.5,0.368341932812097
58,0.369173891413218
58.5,0.369869456153715
59,0.366949448667334
59.5,0.36728297019365
60,0.366470256899831
60.5,0.369028330481041
61,0.367832589126471
61.5,0.365249126262318
62,0.367112873054606
62.5,0.368049139656507
63,0.367961391884113
63.5,0.366938797588561
64,0.369377455712984
64.5,0.367326971513994
65,0.367815245235882
65.5,0.36719146922451
66,0.365933366274908
66.5,0.364800575072521
67,0.366223472195948
67.5,0.367947435066358
68,0.368270257954257
68.5,0.367563638211056
69,0.36845338210643
69.5,0.36860130984864
70,0.366502268273636
70.5,0.368616272187411
71,0.368663117770652
71.5,0.365794026641973
72,0.36924535360738
72.5,0.367044237889379
73,0.366848865211076
73.5,0.366812911320979
74,0.368740894882097
74.5,0.36774729009781
75,0.366935650394363
75.5,0.369124188449253
76,0.367332540961999
76.5,0.366891947764662
77,0.36628882673218
77.5,0.366985994636154
78,0.367997937875542
78.5,0.368340983313194
79,0.368299480093356
79.5,0.369235873718075
80,0.366957606215038
80.5,0.369161018893234
81,0.366722359734424
81.5,0.365792588192442
82,0.368290159007984
82.5,0.367038728434799
83,0.367056826138048
83.5,0.369198589125974
84,0.366497582118367
84.5,0.367423693279033
85,0.369463759123435
85.5,0.369002960553584
86,0.367411967666401
86.5,0.36842655732218
87,0.368755690590636
87.5,0.369787037050335
88,0.367080201922476
88.5,0.369707717388678
