"time","current"
0,0.492953922494462
0.5,0.47697201911165
1,0.46873843713804
1.5,0.46788859342594
2,0.481446885259247
2.5,0.436192247943088
3,0.448020416556352
3.5,0.439660451250799
4,0.45047664875942
4.5,0.461887083276357
5,0.459483682471404
5.5,0.46322160262478
6,0.451873411636346
6.5,0.474769092376677
7,0.443328155624479
7.5,0.468089317329788
8,0.4512872047
8.5,0.470382498178166
9,0.440263203612435
9.5,0.473309429198867
10,0.465479160382619
10.5,0.459379500066421
11,0.464481812262392
11.5,0.452255880586885
12,0.443516645165897
12.5,0.444928775922981
13,0.45911994538039
13.5,0.444363843494789
14,0.429218994017146
14.5,0.441695425060441
15,0.447491926732789
15.5,0.446199643329085
16,0.448874678155308
16.5,0.449714512977808
17,0.461352209027005
17.5,0.456378850868003
18,0.435833222605242
18.5,0.443461052435558
19,0.431846496495506
19.5,0.435578863902789
20,0.448802364488531
20.5,0.452841246150404
21,0.41988171996343
21.5,0.441449160257546
22,0.429915880423659
22.5,0.439382234501752
23,0.447033771624997
23.5,0.445513355971116
24,0.453141246133764
24.5,0.450446908753472
25,0.451947750205252
25.5,0.423708407028171
26,0.433529640654738
26.5,0.456434155449647
27,0.422566664024938
27.5,0.451146544926585
28,0.441693032410005
28.5,0.426116265946808
29,0.43843169636107
29.5,0.445087452870884
30,0.4259488142235
30.5,0.432033769549172
31,0.430327121781353
31.5,0.424692202334912
32,0.415063551818259
32.5,0.429150219260884
33,0.433509799297186
33.5,0.419426470683389
34,0.433048383900828
34.5,0.414957391762032
35,0.428199659314609
35.5,0.418738213852835
36,0.408208320778847
36.5,0.434771390557298
37,0.43192356901732
37.5,0.448712101220842
38,0.438529310950134
38.5,0.425871569082537
39,0.441752982731489
39.5,0.420274414649646
40,0.415052637778488
40.5,0.417982167594186
41,0.440248419556764
41.5,0.407711341644675
42,0.407022068922849
42.5,0.43042315918799
43,0.431187167486043
43.5,0.420132110847562
44,0.419695089101323
44.5,0.416566642982256
45,0.422553192722803
45.5,0.434627270611982
46,0.432040666414012
46.5,0.415230087884334
47,0.406562514312103
47.5,0.424767776667373
48,0.41752767340992
48.5,0.414318131354702
49,0.419132319116937
49.5,0.414332598967392
50,0.421849898979466
50.5,0.416225723050329
51,0.441563950506714
51.5,0.434085193536777
52,0.432058551114032
52.5,0.420495300775921
53,0.41582662490896
53.5,0.442978272276221
54,0.425117574611182
54.5,0.439494957629214
55,0.427862162129067
55.5,0.417074286229582
56,0.428164676199615
56.5,0.418596103656533
57,0.419731500479139
57.5,0.42381731546938
58,0.399955124601741
58.5,0.403231659711942
59,0.429398097859657
59.5,0.410458110110387
60,0.422562702931038
60.5,0.405347825257441
61,0.409079680916485
61.5,0.43992794898105
62,0.414709604903924
62.5,0.423095700048102
63,0.416791226123213
63.5,0.411105813902161
64,0.422315023125127
64.5,0.428054867865023
65,0.427117574037218
65.5,0.423630481656144
66,0.43433726785379
66.5,0.41899294246162
67,0.426596675999949
67.5,0.412026510584353
68,0.399381362077178
68.5,0.422654265485905
69,0.443072255277907
69.5,0.421420519592145
70,0.420839757172275
70.5,0.410335526210136
71,0.433978306922345
71.5,0.442443629842459
72,0.437887449947647
72.5,0.430030940538235
73,0.417938295966413
73.5,0.423504907845229
74,0.430685240579271
74.5,0.41952030898716
75,0.437606593117008
75.5,0.422117134938572
76,0.438098700637175
76.5,0.436629877626846
77,0.414454528692736
77.5,0.430759196512491
78,0.426024061332759
78.5,0.422793241328604
79,0.433257896331492
79.5,0.427901521431803
80,0.415524381162033
80.5,0.394209128119073
81,0.399496313649788
81.5,0.413429906126406
82,0.416627316380146
82.5,0.409968878180528
83,0.414047800764012
83.5,0.404430304244804
84,0.408929966236718
84.5,0.402334263443812
85,0.398923857134923
85.5,0.408868032150858
86,0.405891462162136
86.5,0.418509128801446
87,0.416467493583132
87.5,0.414143828629299
88,0.401362137358474
88.5,0.402276061772631
89,0.417878325886817
89.5,0.410761915727721
90,0.42178596145586
90.5,0.409394166047453
91,0.402671583959522
91.5,0.420109487711741
92,0.412293750170009
92.5,0.41120516834337
93,0.415112254764355
93.5,0.394720024878919
94,0.396581375185325
94.5,0.405199929232308
95,0.405297480101892
95.5,0.414028607922316
96,0.400624276171359
96.5,0.400013127561038
97,0.406443623590052
97.5,0.397744965710365
98,0.390767046449655
98.5,0.387994103974227
99,0.396807884988088
99.5,0.393982403881018
100,0.389632449073713
100.5,0.417192362289587
101,0.39983305100741
101.5,0.403592940975814
102,0.380645520519827
102.5,0.397983065174886
103,0.387191123771681
103.5,0.4052495788357
104,0.380559579961912
104.5,0.384268090433768
105,0.388903224671794
105.5,0.385514098868811
106,0.383616814552373
106.5,0.398432249907657
107,0.373669263992966
107.5,0.380194704914205
108,0.396577375030484
108.5,0.392924602716063
109,0.380684246526389
109.5,0.387561127791282
110,0.416132827751674
110.5,0.394875352298871
111,0.390402861440751
111.5,0.384677137109677
112,0.400443053538818
112.5,0.404089632505226
113,0.390923262075548
113.5,0.400356614391919
114,0.395630695056977
114.5,0.391394714473502
115,0.398206497691114
115.5,0.377391435229713
116,0.388359711050124
116.5,0.389547257620556
117,0.379192682725949
117.5,0.378004732689765
118,0.380732692284201
118.5,0.385037392747257
119,0.388266889179309
119.5,0.393821337616044
120,0.395204754696811
120.5,0.387082293679574
121,0.383704653493654
121.5,0.381999847444035
122,0.383883565815368
122.5,0.380300578983403
123,0.368022177286907
123.5,0.389754379167512
124,0.403158632459192
124.5,0.386982127578891
125,0.388478268703878
125.5,0.388872062862258
126,0.384540085111689
126.5,0.395446485598175
127,0.400496963993613
127.5,0.385257282446356
128,0.386074194334205
128.5,0.373644211783721
129,0.391700878942026
129.5,0.381304904914987
130,0.385823235052514
130.5,0.395719025986325
131,0.375940334683658
131.5,0.366095881701736
132,0.395083649506693
132.5,0.374670614331278
133,0.381895851820093
133.5,0.380567927614579
134,0.386149454087286
134.5,0.383294837600363
135,0.398815612985811
135.5,0.383925703408986
136,0.395122316355038
136.5,0.38729850529569
137,0.384737396532668
137.5,0.373216779941734
138,0.402088278380678
138.5,0.380867318199698
139,0.379207361908107
139.5,0.380615132708077
140,0.394389470140609
140.5,0.383075378334085
141,0.383700972378197
141.5,0.360930600055341
142,0.386782229428308
142.5,0.388302782798976
143,0.385679327698168
143.5,0.393761805092214
144,0.382184586318012
144.5,0.374621096175919
145,0.384541458748977
145.5,0.39360298634485
146,0.391052086196378
146.5,0.378872051809079
147,0.395199421554626
147.5,0.38336147770853
148,0.395684349683756
148.5,0.394860534132186
149,0.378341671257972
149.5,0.38990209704519
150,0.376322529556818
150.5,0.378029017342006
151,0.387202270818787
151.5,0.386289756641681
152,0.365917267944544
152.5,0.391503574678172
153,0.375032375261641
153.5,0.373921038606015
154,0.369104097580892
154.5,0.385301998074976
155,0.386324505665984
155.5,0.377472923417298
156,0.371051263892086
156.5,0.360409297795807
157,0.376797820828432
157.5,0.354074180134504
158,0.390286698627996
158.5,0.375263065824527
159,0.374351351876198
159.5,0.376150576639974
160,0.37430337085927
160.5,0.372517943865455
161,0.380719493757619
161.5,0.375371978652494
162,0.368773305027035
162.5,0.363496495598078
163,0.366894685064742
163.5,0.364579869339267
164,0.366677034684805
164.5,0.382406767272528
165,0.359022910373782
165.5,0.358149112492698
166,0.369385421758365
166.5,0.374280478532833
167,0.380625243606183
167.5,0.373524542711876
168,0.364872334907588
168.5,0.36922572965391
169,0.367735352938606
169.5,0.368154854936546
170,0.373998762655593
170.5,0.361861925229935
171,0.36346553275079
171.5,0.367352428976318
172,0.367139767117084
172.5,0.354388684085572
173,0.36913983262072
173.5,0.357280094195877
174,0.367035253876647
